Name;Supervisor;StProgram;FieldOfStudy;IsFullTimeStudy;IsExternalStudy;ResearchType;Description;Created
Internet agentov;doc. Ing. Peter Ševčík, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;TRUE;aplikovaný výskum a experimentálny vývoj;Motiváciou k implementácii aplikácií podporujúcich koncept  internetu vecí (IoT) je umožniť objavovanie nových možností, ktoré poskytujú už existujúce technológie. Jednou z možností je rozvíjať možnosť internetu agentov. Internet agentov môžeme chápať dvomi rôznymi spôsobmi. Prvý prístup k problematike je softvérový. Agent ako prvok multiagentového systému (MAS) je realizovaný softvérovo. Druhý prístup predstavuje agenta ako reálny prvok systému (napr. mobilný robot). Na obidva prístupy je možné aplikovať metódy a algoritmy vhodné pre multiagentové systémy s obmedzeniami, ktoré vyplývajú z ich podstaty.;15.2.2016 8:10
Podpora tvorby hodnoty a Service Science;doc. Ing. Miroslav Hrnčiar, PhD.;manažment;3.3.15 manažment;TRUE;TRUE;aplikovaný výskum;"Prístup Service Science ponúka nový pohľad na riadenie vzťahov a interakcie účastníkov zapojených do tvorby hodnoty, čo sa vyjadruje pojmom value co-creation. Tak sa do istej miery menia tradičné pohľady k riadeniu hodnoty vychádzajúce z analýzy funkčných hodnôt a menia sa na spoločné zdieľanie kompetentností v štyroch základných dimenziách, ktoré môžu rôzne dominovať: zdieľanie informácií, zdieľanie práce, zdieľanie rizika a zdieľanie produktov.  <br>V rámci spracovania témy ""Podpora tvorby hodnoty v Service Science"" budú doposiaľ všeobecné riešenia hlbšie rozpracované a navrhnuté prístupy, budú verifikované prostredníctvom vzťahového modelu a validované testovaním na konkrétnych prípadoch použitia.<br>V službách s veľkou inovačnou dynamikou rastie aj tlak na udržiavanie čo najvýhodnejšej perspektívy, ktorá bude trvalo prinášať pre zúčastnené strany čo najvyššiu hodnotu. <br>Hodnota je z pohľadu Service dominant logic vnímaná ako spolu-vytváraná prostredníctvom kombinácie úsilia rôznych organizácií, zamestnancov, zákazníkov, akcionárov, vládnych inštitúcií a iných entít. Miera hodnoty sa vníma prostredníctvom miery prispôsobenia a využiteľnosti v systéme príjemcu. Napriek týmto známym východiskám ostáva nepreskúmaných viacero oblastí. Jednou z nich je úloha poznania a zohľadňovania kontextu (napr. spoločenského a technologického) a úloha rôznych procesov pri tvorbe hodnoty. Ďalším priestorom na skúmanie je aj vplyv informačných technológií pri efektívnej tvorbe hodnoty. <br>Predmetom skúmania budú princípy a predpoklady riadenia tvorby hodnoty v SDL prístupoch (Service Dominat Logic) a možnosti ich priemetu do rôznych oblastí, predovšetkým do organizácií poskytujúcich služby s veľkou inovačnou dynamikou.<br>Príslušnosť k odboru 3.3.15<br>Špecifické zameranie témy sa zameriava na významnú oblasť manažmentu – teda na riadenie tvorby hodnoty prostredníctvom  interakcie  viacerých entít, z ktorých najvýznamnejšie sú producent a zákazník.<br>";15.2.2016 10:25
Analýza spoľahlivosti založená na minimálnych rezoch;prof. Ing. Elena Zaitseva, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;TRUE;základný výskum;"Jedným z aktuálnych problémov teórie spoľahlivosti je analýza rozsiahlych komplexných systémov. Pre tieto systémy je typické, že pozostávajú z veľkého množstva navzájom rôznorodých komponentov. V dôsledku toho je veľmi náročné analyzovať tieto systémy s využitím klasických prístupov teórie spoľahlivosti, ktoré sú založené na predpoklade, že systém ako aj jeho časti môžu byť len v dvoch možných stavoch – funkčný alebo nefunkčný. Oveľa vhodnejšie je modelovať tieto systémy ako viacstavové, ktoré umožňujú definovať niekoľko stavov, v ktorých sa môže nachádzať systém a jeho časti – od perfektne funkčného cez čiastočne nefunkčný po kompletne zlyhaný.<br>Jedným z hlavných problémov viacstavových modelov je ich zložitosť. Už aj pomerne malé modely pripúšťajúce viac ako dva stavy v správaní jednotlivých komponentov sú z časového hľadiska veľmi náročné na analýzu. Preto je jedným z aktuálnych problémov teórie spoľahlivosti návrh nových algoritmov, ktoré umožnia efektívne analyzovať rozsiahle viacstavové systémy. Jednou z pomerne málo preskúmaných možností je využitie metód založených na minimálnych rezoch.<br>Minimálny rez predstavuje minimálnu množinu udalostí, ktorých súčasný výskyt povedie k zlyhaniu, resp. degradácii systému. Ak poznáme všetky minimálne rezy systému, tak môžeme vyčísliť jeho spoľahlivosť alebo analyzovať vplyv jednotlivých komponentov na činnosť systému. Problémom však zostávajú dve veci:<br>•	ako nájsť všetky minimálne rezy systému v rozumnom čase,<br>•	ako efektívne narábať s minimálnymi rezmi za účelom kvantifikácie spoľahlivosti systému.<br>Pre riešenie týchto problémov bolo navrhnutých niekoľko algoritmov. Väčšina z nich však vychádza z predpokladu, že skúmaný systém predstavuje distribučnú sieť. To implikuje, že tieto algoritmy nemusia byť veľmi vhodné pre analýzu iných typov systémov. ";15.2.2016 10:42
Hodnotenie ľudského faktora ;prof. Ing. Elena Zaitseva, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;FALSE;aplikovaný výskum a experimentálny vývoj;Spoľahlivosť hardwaru bola zvýšená vďaka technologickému pokroku v rozsiahlych komplexných systémov, ako sú jadrové elektrárne, lietadlá a ropné ťažobné závody. Avšak, obrovské zlepšenie nenastalo v oblasti ľudskej spoľahlivosti pre fungovanie a spravovanie týchto komplexných systémov. Je všeobecne známe, že ľudia hrajú dôležitú úlohu v bezpečnej prevádzke komplexných priemyselných zariadení. Zníženie ľudskej chyby je jedným z hlavných záujmov pre zlepšovanie bezpečnosti a dostupnosti systému. Analýza ľudskej spoľahlivosti (Human Reliability Analysis - HRA) v rámci analýzy spoľahlivosti je pokusom modelovať a predpovedať dopad týchto interakcií na bezpečnosť a spoľahlivosť systému.<br>Celom prace je rozvoj a výskum nových metód analýzy ľudskej spoľahlivosti na základe použitia matematického modelu viac-stavových systémov a hlavne analýzy citlivosti spoľahlivosti vzhľadom k vplyvu ľudského faktoru.<br>;15.2.2016 10:54
Analýza spoľahlivosti a risku ;prof. Ing. Elena Zaitseva, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;FALSE;aplikovaný výskum a experimentálny vývoj;V súčasnosti stav a úroveň technológií prináša nové potreby v oblasti rozvoja teórie spoľahlivosti. Súčasné systémy, vyžadujúce analýzu spoľahlivosti, sú zložité čo do svojej štruktúry, nehomogénne vzhľadom na svoju fyzikálnu podstatu a tiež obsahujú komponenty s rozličnými procesmi zlyhania, degradácie i poruchy. Takéto systémy však pritom obsahujú nielen technické a programové komponenty, ale tiež komponenty, obsahujúce ľudský faktor (organizačné, logické). Pritom existuje široké spektrum úloh, v ktorých je aktuálna analýza spoľahlivosti, garantovanej prevádzkyschopnosti, zníženia rizika nepriaznivej situácie alebo udalosti, pričom existujúce metódy teórie spoľahlivosti predstavujú efektívny nástroj ich riešenia. K takýmto úlohám patria napríklad úlohy odhadu rizika teroristického útoku, analýza spoľahlivosti obchodovania, odhad rizika a následkov technologických havárií a rad ďalších. <br>V takýchto systémoch je možnosť vyjadrenia a odhadu iba dvoch stavov systému: prevádzkyschopnosť a havária. Avšak pre reálne systémy nie je dôležité iba určenie podmienok a pravdepodobnosti havárie, ale je dôležité tiež zistiť príčiny, vedúce k havárii, analyzovať zmeny spoľahlivosti systému, berúc do úvahy niekoľko úrovní prevádzkyschopnosti. To je možné využitím takého systému, ktorého matematický model umožňuje modelovať niekoľko úrovní prevádzkyschopnosti (Multi-State System, MSS). Takýto model opisuje niekoľko úrovní prevádzkyschopnosti (spoľahlivosti) celého systému i jeho komponentov a umožňuje podrobnejšie vykonať analýzu zmeny stavu skúmaného systému.<br>Jednou z aktuálnych úloh analýzy spoľahlivosti MSS je odhad pravdepodobnosti stavu (úrovne spoľahlivosti) systému v závislosti od stavu jeho komponentov. Tradične sa táto úloha vzťahuje k oblasti Importance Analysis  – oblasti teórie spoľahlivosti, ktorá určuje vplyv každého komponentu systému na úroveň jeho spoľahlivosti.;15.2.2016 11:08
Vývoj algoritmov získavania znalostí pre analýzu dát;prof. Ing. Vitaly Levashenko, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;TRUE;základný výskum;Data Mining je nástroj zameraný na zber a analýzu dát a získavanie znalostí z nich. Ciele dizertačnej práce spočívajú vo vypracovaní teoretických a praktických základov tvorby nástrojov pre podporu rozhodovania, založených na analýze fuzzy dát s využitím apriórnej informácie (napríklad, riešení úloh zhlukovania a klasifikácie). Pre dosiahnutie stanovených cieľov je nevyhnutné vyriešiť nasledujúce úlohy: (a) formulácia a výskum kritérií optimalizácie tvorby rozhodovacích stromov a pravidiel pre rôzne typy úloh s pomocou aparátu viachodnotovej logiky a fuzzy logiky, (b) porovnanie navrhnutých kritérií tvorby rozhodovacích pravidiel s výsledkami, získanými tradičnými metódami (algoritmy C4.5, CART, štatistické klasifikačné algoritmy, fuzzy rozhodovacie stromy Yuan a Shaw a iné), (c) syntéza nových algoritmov získavania znalostí z databáz a výpočtu spoľahlivosti, orientovaných na použite v systémoch pre podporu rozhodovania, (d) vypracovanie praktických odporúčaní v tvare konkrétnych metodík a softvéru pre použitie navrhnutých algoritmov pri riešení praktických úloh.<br>;15.2.2016 11:29
Nové metódy rozpoznávania a ich vizualizácia;doc. Mgr. Ondrej Šuch, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;TRUE;aplikovaný výskum;Cieľom projektu APVV-14-0560 je navrhnutie radikálne inovatívnych štruktúr na strojové rozpoznávanie. V rámci projektu sa skúmajú klasické štatistické metódy ako aj nové metódy neurónových sietí a strojového učenia. V oboch prípadoch je cieľom vytvorenie modelu pozorovaného javu a jeho verifikácia v praxi.<br>Pre hlbšie pochopenie správania sa modelu je dôležité vytvoriť interpretovateľnú vizuálizáciu jeho správania. Značný pokrok v schopnostiach hardvéru aj softvéru umožňuje vytvoriť komplexnejšie prístupy k vizualizácii modelov. <br>Úlohou práce je tvorba nových modelov stochastických javov (napr. obrazových, či rečových signálov, či sietí na ich spracovanie) a použitie najnovších alebo navrhnutie nových metód na ich vizualizáciu.<br>;15.2.2016 12:14
Prideľovanie obmedzených prostriedkov pri nabíjaní elektrických vozidiel;doc. Ing. Ľuboš Buzna, PhD.;inteligentné informačné systémy;9.2.6 informačné systémy;TRUE;TRUE;základný výskum;Dá sa predpokladať, že v prípade výraznejšieho nárastu počtu elektrických vozidiel bude potrebné určovať prístup ku kapacite elektrickej siete pomocou špecializovaných riadiacich mechanizmov. Takýto riadiaci mechanizmus môže byť chápaný ako optimalizačný problém. Táto téma ponúka niekoľko alternatívnych smerov výskumu a konkrétny smer bude určený na základe záujmov úspešného uchádzača a potrieb riešených výskumných projektov. Cenným zdrojom inšpirácie môžu byť komunikačné siete a prístupy, ktoré sú tam používané pre modelovanie požiadaviek používateľov systému. Nedávno bol použitím prístupov pôvodne použitých v komunikačných sieťach sformulovaný centralizovaný riadiaci mechanizmus pre elektrickú sieť. Jeden zo smerov ďalšieho výskumu sa týka hľadania možností formulácie decentralizovaného modelu a návrhu decentralizovaného optimalizačného algoritmu pre prideľovanie kapacity elektrickej siete pri nabíjaní elektrických vozidiel. Inou možnosťou je, pokúsiť sa využiť to, že optimalizačné prístupy <br>ponúkajú jednoduchú možnosť ako stanoviť ceny za služby ponúkané sieťou. Táto vlastnosť optimalizačných prístupov otvára možnosti štúdia individuálnych stratégií jednotlivých používateľov siete, ktoré uplatňujú pri platbe za služby poskytované sieťou. Skúmať sa dajú agregované efekty ku ktorým vedie rôzna miera zastúpenia používateľských stratégií, prípadne to, aké pravidlá je potrebné zaviesť aby boli dosahované žiadúce agregované efekty. Nedávno navrhnutý model obsahuje niekoľko zjednodušení, ktoré bolo potrebné urobiť preto, aby bolo možné problém efektívne riešiť pomocou štandardného optimalizačného solvera. Inou možnou líniou práce<br>je hľadanie možností, ako sa niektorým z týchto zjednodušení vyhnúť. Dá sa očakávať, že to povedie k návrhu heuristických algoritmov.;15.2.2016 12:19
Návrh infraštruktúry pre nabíjanie elektrických vozidiel;doc. Ing. Ľuboš Buzna, PhD.;inteligentné informačné systémy;9.2.6 informačné systémy;TRUE;TRUE;základný výskum;Väčšia miera elektrifikácie individuálnej a verejnej dopravy je jednou z možností ako zlepšiť situáciu s emisiami skleníkových plynov a to najmä v husto obývaných mestských oblastiach. Okrem iných faktorov, je dostupnosť nabíjacej infraštruktúry jedným z dôležitých predpokladov pre širšie rozšírenie elektrických vozidiel. Témou práce je výskum v oblasti algoritmov na navrhovanie siete nabíjacích staníc pre elektrické vozidlá. Cieľom je navrhnúť také algoritmy, ktoré budú použiteľné na riešenie úloh reálnych rozsahov a navyše budú schopné riešiť úlohy so zložitejším kritériom kvality.. Tu očakávame, že rozhodovacie kritériá budú schopné zohľadniť ekonomické náklady spojené s vybudovaním a prevádzkou siete nabíjacích staníc, ale rovnako aj to, ako dobre návrhy odpovedajú požiadavkám jednotlivých zákazníkov.<br>Téma ponúka niekoľko alternatívnych smerov výskumu a konkrétny smer bude určený na základe záujmov úspešného uchádzača a taktiež budú zohľadnené potreby riešených výskumných projektov. Jeden z možných smerov sa týka použitia prístupu robustnej optimalizácie a výskumu možností ako takto definované úlohy efektívne riešiť. Dá sa predpokladať, že tento smer bude viesť ku komplexnejším, formuláciám umiestňovacích úloh a očakáva sa, že ich riešenie bude vyžadovať využitie kombinácie optimalizačných prostriedkov (kombinatorická optimalizácia, konvexná optimalizácia) a simulačných metód. Iný smer spočíva v hľadaní riešenia návrhu inteligentného rezervačného systému, ktorý by mal jednak optimalizovať časové rozvrhy nabíjania za predpokladu, že trasy vozidiel sú známe a taktiež by mal obsahovať mechanizmy, ktorých cieľom je zosúladiť požiadavky používateľov systému s jeho kapacitnými možnosťami. Alternatívou môže byť využitie dát o mobilite obyvateľstva a vytvorenie postupu, ktorý umožní vhodný návrh infraštruktúry odvodiť od aktuálneho spôsobu, akým sú vozidlá využívané v súčasnosti.;15.2.2016 12:31
Detekcia a kategorizácia zmien a mimoriadnych udalostí v prevádzke systémov verejnej dopravy;doc. Ing. Ľuboš Buzna, PhD.;inteligentné informačné systémy;9.2.6 informačné systémy;TRUE;TRUE;aplikovaný výskum;Prevádzkovatelia systémov verejnej dopravy používajú široké spektrum metód pre detekciu a identifikáciu odchýlok od bežných prevádzkových podmienok. Reakcia na mimoriadne udalosti je zvyčajne založená na množine vopred pripravených pravidiel. Prahové a kritické hodnoty parameterov, ktoré sú použité na identifikáciu momentu kedy je potrebné na danú situáciu reagovať sú preddefinované expertmi v danej oblasti. Keď sú tieto hodnoty nastavené, je veľmi pravdepodobné, že sú vystavené postupne v čase sa meniacim podmienkam, ako sú napríklad zmeny v tokoch cestujúcich ktoré spôsobujú preťaženie dopravných prostriedkov medzi zastávkami, zdržania na jednotlivých zastávkach a nesúlad medzi prepravnou ponukou a dopytom.  Postupné zmeny je ťažké detekovať a experti na ne iba zriedka reagujú, prípadne reagujú neskoro.<br>Metóda, ktorá by priebežne vyhodnocovala chovanie systému verejnej dopravy, detekovala a klasifikovala odchýlky od bežnej prevádzky a teda určovala postupné zmeny môže podporiť to, aby bola prevádzka systému efektívnejšia. Takáto metóda môže byť charakterizovaná nasledovne: prevádzkové dáta ako napr. geo dáta, cestovné poriadky, dĺžka zastavení na zastávkach, počty cestujúcich, informácie o vodičovi, časové údaje, údaje o počasí a.p., sú spájané a analyzované spôsobom, ktorý povedie k odhaleniu zmien v správaní sa systému. Následne je určená významnosť zmien. Základná téza môže byť formulovaná nasledovne:<br>„Metódy analýzy zhlukov sú vhodné na detekciu a kategorizáciu mimoriadnych udalostí v prevádzke systémov verejnej dopravy.“<br>Úspešný uchádzač bude hľadať vhodné prístupy, napr. metódy zhlukovania, a mal by ich prispôsobiť špecifikám analyzovaného systému, dátam, ktoré sa podarí zozbierať a rozdielnym dopravným módom. Niektoré dáta budú poskytnuté pre potreby validácie navrhnutých metód.;15.2.2016 12:36
Detekcia a kategorizácia zmien a mimoriadnych udalostí z dát;doc. Ing. Ľuboš Buzna, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;TRUE;aplikovaný výskum;Oblasťou použitia metód detekcie a kategorizácie budú systémy, ktorých prevádzka   je charakterizovaná množinou dát. V praxi sa používa široké spektrum metód pre detekciu a identifikáciu odchýlok od bežných prevádzkových podmienok. Reakcia na mimoriadne udalosti je zvyčajne založená na množine vopred pripravených pravidiel. Prahové a kritické hodnoty parameterov, ktoré sú použité na identifikáciu momentu kedy je potrebné na danú situáciu reagovať sú preddefinované expertmi v danej oblasti. Keď sú tieto hodnoty nastavené, je veľmi pravdepodobné, že sú vystavené postupne v čase sa meniacim podmienkam. Napríklad v prípade systému verejnej dopravy to môžu byť zmeny v tokoch cestujúcich, ktoré spôsobujú preťaženie dopravných prostriedkov medzi zastávkami, zdržania na jednotlivých zastávkach alebo nesúlad medzi prepravnou ponukou a dopytom. Postupné zmeny je ťažké detektovať a experti na ne iba zriedka reagujú, prípadne reagujú neskoro.<br>Metóda, ktorá by priebežne vyhodnocovala chovanie systému a detekovala a klasifikovala odchýlky od bežnej prevádzky a teda určovala postupné zmeny môže podporiť to, aby bola prevádzka systému efektívnejšia. Takáto metóda môže byť v prípade systému verejnej dopravy charakterizovaná nasledovne: prevádzkové dáta ako napr. geo dáta, cestovné poriadky, dĺžka zastavení na zastávkach, počty cestujúcich, informácie o vodičovi, časové údaje, údaje o počasí a.p., sú spájané a analyzované spôsobom, ktorý povedie k odhaleniu zmien v správaní sa systému. Následne je určená významnosť zmien. Základná téza môže byť formulovaná nasledovne:<br>„Metódy analýzy zhlukov sú vhodné na detekciu a kategorizáciu mimoriadnych udalostí v prevádzke systémov.“<br>Úspešný uchádzač bude hľadať vhodné prístupy, napr. metódy zhlukovania, a mal by ich prispôsobiť špecifikám analyzovaného systému, dátam, ktoré sa podarí zozbierať. Niektoré prevádzková dáta systému verejnej dopravy budú poskytnuté pre potreby validácie navrhnutých metód.;15.2.2016 12:57
Návrh infraštruktúry pre nabíjanie elektrických vozidiel;doc. Ing. Ľuboš Buzna, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;TRUE;základný výskum;Väčšia miera elektrifikácie individuálnej a verejnej dopravy je jednou z možností ako zlepšiť situáciu s emisiami skleníkových plynov a to najmä v husto obývaných mestských oblastiach. Okrem iných faktorov, je dostupnosť nabíjacej infraštruktúry jedným z dôležitých predpokladov pre širšie rozšírenie elektrických vozidiel. Témou práce je výskum v oblasti algoritmov na navrhovanie siete nabíjacích staníc pre elektrické vozidlá. Cieľom je navrhnúť také algoritmy, ktoré budú použiteľné na riešenie úloh reálnych rozsahov a navyše budú schopné riešiť úlohy so zložitejším kritériom kvality.. Tu očakávame, že rozhodovacie kritériá budú schopné zohľadniť ekonomické náklady spojené s vybudovaním a prevádzkou siete nabíjacích staníc, ale rovnako aj to, ako dobre návrhy odpovedajú požiadavkám jednotlivých zákazníkov.<br>Téma ponúka niekoľko alternatívnych smerov výskumu a konkrétny smer bude určený na základe záujmov úspešného uchádzača a taktiež budú zohľadnené potreby riešených výskumných projektov. Jeden z možných smerov sa týka použitia prístupu robustnej optimalizácie a výskumu možností ako takto definované úlohy efektívne riešiť. Dá sa predpokladať, že tento smer bude viesť ku komplexnejším, formuláciám umiestňovacích úloh a očakáva sa, že ich riešenie bude vyžadovať využitie kombinácie optimalizačných prostriedkov (kombinatorická optimalizácia, konvexná optimalizácia) a simulačných metód. Iný smer spočíva v hľadaní riešenia návrhu inteligentného rezervačného systému, ktorý by mal jednak optimalizovať časové rozvrhy nabíjania za predpokladu, že trasy vozidiel sú známe a taktiež by mal obsahovať mechanizmy, ktorých cieľom je zosúladiť požiadavky používateľov systému s jeho kapacitnými možnosťami. Alternatívou môže byť využitie dát o mobilite obyvateľstva a vytvorenie postupu, ktorý umožní vhodný návrh infraštruktúry odvodiť od aktuálneho spôsobu, akým sú vozidlá využívané v súčasnosti.;15.2.2016 13:04
Prideľovanie obmedzených prostriedkov pri nabíjaní elektrických vozidiel;doc. Ing. Ľuboš Buzna, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;TRUE;základný výskum;Dá sa predpokladať, že v prípade výraznejšieho nárastu počtu elektrických vozidiel bude potrebné určovať prístup ku kapacite elektrickej siete pomocou špecializovaných riadiacich mechanizmov. Takýto riadiaci mechanizmus môže byť chápaný ako optimalizačný problém. Táto téma ponúka niekoľko alternatívnych smerov výskumu a konkrétny smer bude určený na základe záujmov úspešného uchádzača a potrieb riešených výskumných projektov. Cenným zdrojom inšpirácie môžu byť komunikačné siete a prístupy, ktoré sú tam používané pre modelovanie požiadaviek používateľov systému. Nedávno bol použitím prístupov pôvodne použitých v komunikačných sieťach sformulovaný centralizovaný riadiaci mechanizmus pre elektrickú sieť [1]. Jeden zo smerov ďalšieho výskumu sa týka hľadania možností formulácie decentralizovaného modelu a návrhu decentralizovaného optimalizačného algoritmu pre prideľovanie kapacity elektrickej siete pri nabíjaní elektrických vozidiel. Inou možnosťou je, pokúsiť sa využiť to, že optimalizačné prístupy ponúkajú jednoduchú možnosť ako stanoviť ceny za služby ponúkané sieťou. Táto vlastnosť optimalizačných prístupov otvára možnosti štúdia individuálnych stratégií jednotlivých používateľov siete, ktoré uplatňujú pri platbe za služby poskytované sieťou. Skúmať sa dajú agregované efekty ku ktorým vedie rôzna miera zastúpenia používateľských stratégií, prípadne to, aké pravidlá je potrebné zaviesť aby boli dosahované žiadúce agregované efekty. Nedávno navrhnutý model [1] obsahuje niekoľko zjednodušení, ktoré bolo potrebné urobiť preto, aby bolo možné problém efektívne riešiť pomocou štandardného optimalizačného solvera. Inou možnou líniou práce je hľadanie možností, ako sa niektorým z týchto zjednodušení vyhnúť. Dá sa očakávať, že to povedie k návrhu heuristických algoritmov.<br>;15.2.2016 13:06
Vyrovnávanie a optimalizácia záťaže vysokovýkonných elastických cloudových klastrov.;doc. Ing. Jarmila Škrinárová, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;TRUE;aplikovaný výskum;Cloudová infraštruktúra ako služba zaznamenáva v súčasnosti významný technologický aj vedecký rozvoj. Elastický klaster predstavuje systém, postavený na fyzických alebo virtuálnych zdrojoch, ktorý je možné, na základe dynamickej záťaže systému, automaticky rozširovať, alebo zmenšovať o požičané virtuálne výpočtové zdroje z cloudu. Téma sa zameriava sa na elastický cloudový výpočtový klaster (angl. Elastic Cloud Computing Cluster, ECCC), ktorého cieľom, okrem elasticity - autonómneho dynamického prispôsobovania výpočtovej kapacity záťaži systému, je dosiahnuť „zelené počítanie“. Cieľom je vytvoriť také algoritmy, nástroje, metodiky a techniky, ktoré zabezpečujú vyrovnávanie záťaže a optimalizujú náklady na prevádzku uvedených systémov. Ide o  vysokovýkonné výpočtové systémy, kde optimalizované manažovanie systémov vedie k významným úsporám energie, financií a výpočtových zdrojov, pričom je dôležité, aby sa zabránilo zníženiu výkonu systému a súčasne boli dodržané kritériá kvality a dohody o úrovni poskytovanej služby (angl. Service Level Agreement, SLA).;15.2.2016 13:57
Optimalizácia rozvrhu na báze vysokovýkonného počítania;doc. Ing. Jarmila Škrinárová, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;TRUE;aplikovaný výskum;Tvorba univerzitného rozvrhu predstavuje NP-úplný výpočtový problém, ktorý alokuje učiteľa a skupiny študentov do výučbových miestností, v určitých časových intervaloch. Riešenie úlohy tvorby univerzitného rozvrhu obsahuje množstvo obmedzení. Univerzitné budovy s mnohými miestnosťami sú často distribuované v rôznych častiach mesta a presuny tokov študentov môžu spôsobiť problémy s preťažením. Obmedzenia sa týkajú napr. obsadenia špecializovaných laboratórií študentami príslušných študijných programov, atď.. Pri rozvrhovaní je potrebné dodržať rôzne optimalizačné kritériá. Téma sa zameriava na tvorbu a optimalizáciu týždenného univerzitného rozvrhu, pomocou metodiky a nástrojov paralelného a distribuovaného počítania. Cieľom práce je navrhnúť a vytvoriť algoritmy, nástroje, metodiky a techniky pre tvorbu rozvrhu s využitím vysokovýkonného počítačového klastra tak, aby boli dodržané kritériá kvality rozvrhu.;15.2.2016 14:10
Riadenie pracovných procesov pomocou informačno-komunikačnými technológiami.;doc. Ing. Milan Kubina, PhD.;manažment;3.3.15 manažment;FALSE;TRUE;aplikovaný výskum;"Efektívne využívanie pracovnej sily v podniku a kvalitné nastavenie pracovných procesov je základom úspešného podnikania. V posledných rokoch sa v rôznych intenciách objavuje výraz ""teleworking"" - práca na diaľku. Tento spôsob práce prináša rad výhod pre zamestnanca ako aj zamestnávateľa, ale na druhej strane je aj náročný na kvalitu nastavenia jednotlivých pracovných procesov v danom podniku. Keďže sa jedná o prácu na diaľku významnú úlohu v celom procese fungovania tleworkingu zohrávajú moderné informačno-komunikačné technológie.<br>Rámcový postup/úlohy:<br>1. Analýza stavu danej problematiky na Slovensku a vo svete (aj legislatívny rámec).<br>2. Analýza relevantných vedeckých a odborných dokumentov k danej problematike.<br>3. Stanovenie a skúmanie podmienok pre zavedenie teleworkingu v podniku.<br>4. Vypracovanie metodológie implementácie, fungovania a rozvoja teleworkingu v podniku (na Slovensku).";15.2.2016 14:22
Vývojové metaheuristiky pre navrhovanie verejných obslužných systémov;prof. RNDr. Jaroslav Janáček, CSc.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;TRUE;aplikovaný výskum;Návrh územne rozľahlého verejného obslužného systému je NP-ťažká úloha podobajúca sa na úlohu o váženom p-mediane, ktorej riešenie zvyčajne prekračuje možnosti komerčne dostupných solverov. Problémy s nájdením riešenia tejto úlohy sú o to väčšie ak sú k úlohe dodané ďalšie obmedzujúce podmienky. V tejto práci sa predpokladá, že doktorand vykoná výskum výsledkom ktorého bude nájdenie vhodnej metaheuristiky pre riešenie vyššie uvedenej úlohy návrhu verejného obslužného systému s dodatočnými podmienkami, ako je obmedzená dostupnosť zákazníka alebo kapacita stredísk obsluhy. Dizertačná práca má analyzovať možné prístupy k riešeniu príslušnej umiestňovacej úlohy, navrhnúť účinné algoritmy pre ich realizáciu, implementovať ich a vykonať výskum ich správania.;15.2.2016 16:33
